I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.233,0.108,-0.125,-0.1705,0.17900000000000002,-0.008500000000000008,-0.52,0.56,0.005,0.23,-0.788,-0.137
0.23,0.105,-0.125,-0.1675,0.17750000000000002,-0.010000000000000009,-0.52,0.559,0.005,0.23,-0.785,-0.142
0.23,0.105,-0.125,-0.1675,0.17750000000000002,-0.010000000000000009,-0.52,0.555,0.005,0.23,-0.785,-0.15
0.226,0.105,-0.121,-0.1655,0.17350000000000002,-0.008000000000000007,-0.52,0.555,0.009,0.23,-0.785,-0.161
0.225,0.105,-0.12,-0.165,0.17250000000000001,-0.007500000000000007,-0.517,0.556,0.01,0.23,-0.782,-0.18
0.225,0.105,-0.12,-0.165,0.17250000000000001,-0.007500000000000007,-0.514,0.553,0.01,0.23,-0.779,-0.197
0.225,0.105,-0.12,-0.165,0.17250000000000001,-0.007500000000000007,-0.515,0.55,0.01,0.23,-0.78,-0.208
0.225,0.105,-0.12,-0.165,0.17250000000000001,-0.007500000000000007,-0.515,0.55,0.01,0.23,-0.78,-0.22
0.225,0.105,-0.119,-0.165,0.17250000000000001,-0.007500000000000007,-0.515,0.546,0.014,0.23,-0.776,-0.222
0.224,0.102,-0.123,-0.163,0.17300000000000001,-0.010000000000000009,-0.515,0.545,0.015,0.228,-0.774,-0.243
0.21,0.099,-0.11,-0.1545,0.16049999999999998,-0.0059999999999999915,-0.515,0.543,0.015,0.236,-0.776,-0.259
0.175,0.1,-0.075,-0.1375,0.12499999999999999,0.012500000000000011,-0.515,0.539,0.015,0.245,-0.774,-0.253
0.15,0.1,-0.05,-0.125,0.09999999999999999,0.02500000000000001,-0.515,0.54,0.015,0.24,-0.77,-0.255
0.177,0.1,-0.077,-0.1385,0.127,0.01150000000000001,-0.511,0.54,0.015,0.24,-0.77,-0.28
0.232,0.1,-0.132,-0.166,0.182,-0.016,-0.51,0.537,0.012,0.24,-0.771,-0.321
0.252,0.1,-0.152,-0.176,0.202,-0.025999999999999995,-0.51,0.532,0.009,0.24,-0.768,-0.338
0.237,0.1,-0.137,-0.16849999999999998,0.187,-0.01849999999999999,-0.51,0.53,0.01,0.24,-0.765,-0.326
0.23,0.1,-0.13,-0.165,0.18,-0.015,-0.51,0.53,0.01,0.24,-0.765,-0.325
0.226,0.1,-0.126,-0.163,0.176,-0.012999999999999998,-0.51,0.526,0.01,0.24,-0.765,-0.354
0.221,0.101,-0.119,-0.161,0.17049999999999998,-0.009499999999999995,-0.51,0.521,0.01,0.24,-0.766,-0.364
0.222,0.112,-0.111,-0.167,0.166,0.0010000000000000009,-0.51,0.52,0.01,0.24,-0.763,-0.356
0.224,0.12,-0.104,-0.172,0.164,0.007999999999999993,-0.509,0.519,0.01,0.24,-0.76,-0.365
0.215,0.115,-0.1,-0.165,0.1575,0.007500000000000007,-0.505,0.51,0.01,0.24,-0.76,-0.39
0.21,0.115,-0.096,-0.1625,0.1525,0.010000000000000009,-0.505,0.501,0.006,0.24,-0.756,-0.394
0.21,0.115,-0.095,-0.1625,0.1525,0.010000000000000009,-0.505,0.497,0.005,0.24,-0.755,-0.406
0.21,0.115,-0.095,-0.1625,0.1525,0.010000000000000009,-0.505,0.492,0.005,0.24,-0.753,-0.423
0.21,0.115,-0.095,-0.1625,0.1525,0.010000000000000009,-0.505,0.483,0.005,0.24,-0.75,-0.431
0.21,0.115,-0.095,-0.1625,0.1525,0.010000000000000009,-0.505,0.475,0.005,0.24,-0.75,-0.435
0.206,0.115,-0.091,-0.1605,0.1485,0.01200000000000001,-0.505,0.471,0.005,0.24,-0.746,-0.448
0.205,0.115,-0.09,-0.16,0.1475,0.012500000000000011,-0.505,0.467,0.005,0.24,-0.745,-0.449
0.205,0.115,-0.09,-0.16,0.1475,0.012500000000000011,-0.505,0.463,0.004,0.24,-0.743,-0.457
0.205,0.115,-0.09,-0.16,0.1475,0.012500000000000011,-0.504,0.459,0.006,0.24,-0.74,-0.473
0.205,0.115,-0.09,-0.16,0.1475,0.012500000000000011,-0.5,0.455,0.015,0.24,-0.74,-0.475
0.201,0.115,-0.086,-0.158,0.14350000000000002,0.014499999999999999,-0.5,0.451,0.023,0.24,-0.736,-0.474
0.2,0.115,-0.085,-0.1575,0.14250000000000002,0.015,-0.501,0.45,0.031,0.24,-0.735,-0.479
0.2,0.115,-0.085,-0.1575,0.14250000000000002,0.015,-0.498,0.449,0.037,0.24,-0.733,-0.478
0.2,0.115,-0.085,-0.1575,0.14250000000000002,0.015,-0.495,0.444,0.041,0.24,-0.73,-0.485
0.2,0.115,-0.085,-0.1575,0.14250000000000002,0.015,-0.495,0.44,0.045,0.24,-0.73,-0.51
0.2,0.115,-0.085,-0.1575,0.14250000000000002,0.015,-0.495,0.436,0.045,0.24,-0.726,-0.509
0.197,0.115,-0.082,-0.156,0.1395,0.0165,-0.492,0.431,0.045,0.237,-0.725,-0.522
0.194,0.115,-0.079,-0.1545,0.1365,0.018000000000000002,-0.489,0.43,0.045,0.234,-0.723,-0.531
0.195,0.115,-0.08,-0.155,0.1375,0.0175,-0.49,0.429,0.045,0.235,-0.72,-0.533
0.195,0.115,-0.08,-0.155,0.1375,0.0175,-0.49,0.425,0.045,0.235,-0.72,-0.55
0.195,0.115,-0.08,-0.155,0.1375,0.0175,-0.486,0.425,0.045,0.235,-0.716,-0.555
0.192,0.115,-0.077,-0.1535,0.1345,0.019000000000000003,-0.484,0.425,0.045,0.232,-0.714,-0.554
0.189,0.115,-0.074,-0.152,0.1315,0.020500000000000004,-0.486,0.425,0.045,0.229,-0.716,-0.559
0.19,0.115,-0.075,-0.1525,0.1325,0.020000000000000004,-0.484,0.425,0.045,0.23,-0.714,-0.574
0.19,0.115,-0.075,-0.1525,0.1325,0.020000000000000004,-0.48,0.425,0.045,0.23,-0.71,-0.59
0.19,0.115,-0.075,-0.1525,0.1325,0.020000000000000004,-0.48,0.421,0.045,0.23,-0.71,-0.603
0.191,0.116,-0.076,-0.1535,0.133,0.020500000000000004,-0.481,0.42,0.045,0.231,-0.707,-0.609
0.186,0.113,-0.073,-0.1495,0.1295,0.020000000000000004,-0.478,0.42,0.045,0.228,-0.705,-0.611
0.188,0.118,-0.07,-0.153,0.129,0.023999999999999994,-0.475,0.42,0.045,0.225,-0.704,-0.608
0.205,0.135,-0.07,-0.16999999999999998,0.13749999999999998,0.032500000000000015,-0.475,0.42,0.045,0.225,-0.7,-0.605
0.207,0.14,-0.067,-0.1735,0.13699999999999998,0.03650000000000002,-0.475,0.42,0.045,0.225,-0.7,-0.621
0.229,0.14,-0.089,-0.1845,0.159,0.02550000000000001,-0.472,0.421,0.045,0.225,-0.701,-0.632
0.24,0.14,-0.1,-0.19,0.16999999999999998,0.020000000000000018,-0.47,0.418,0.045,0.224,-0.697,-0.641
0.227,0.14,-0.087,-0.1835,0.157,0.02650000000000001,-0.47,0.415,0.045,0.227,-0.688,-0.652
0.22,0.14,-0.08,-0.18,0.15,0.030000000000000013,-0.47,0.415,0.045,0.24,-0.68,-0.655
0.212,0.14,-0.072,-0.176,0.142,0.034000000000000016,-0.47,0.415,0.045,0.258,-0.672,-0.655
0.207,0.143,-0.064,-0.175,0.1355,0.03949999999999999,-0.467,0.415,0.045,0.258,-0.664,-0.655
0.201,0.146,-0.056,-0.1735,0.128,0.045499999999999985,-0.464,0.415,0.045,0.254,-0.656,-0.655
0.193,0.145,-0.048,-0.16899999999999998,0.12050000000000001,0.04849999999999999,-0.465,0.414,0.045,0.255,-0.648,-0.655
0.19,0.145,-0.045,-0.16749999999999998,0.11750000000000001,0.04999999999999999,-0.465,0.41,0.045,0.255,-0.64,-0.655
0.19,0.145,-0.045,-0.16749999999999998,0.11750000000000001,0.04999999999999999,-0.465,0.41,0.045,0.255,-0.635,-0.655
0.19,0.145,-0.045,-0.16749999999999998,0.11750000000000001,0.04999999999999999,-0.465,0.41,0.045,0.255,-0.635,-0.655
0.19,0.146,-0.045,-0.16799999999999998,0.117,0.05099999999999999,-0.465,0.41,0.045,0.255,-0.635,-0.655
0.198,0.153,-0.045,-0.1755,0.12150000000000001,0.05399999999999999,-0.465,0.41,0.045,0.255,-0.635,-0.655
0.21,0.165,-0.045,-0.1875,0.1275,0.06000000000000001,-0.465,0.41,0.045,0.255,-0.635,-0.655
0.206,0.161,-0.045,-0.1835,0.1255,0.05800000000000001,-0.465,0.41,0.045,0.255,-0.635,-0.655
0.205,0.159,-0.046,-0.182,0.1255,0.05650000000000001,-0.465,0.407,0.045,0.255,-0.635,-0.655
0.204,0.161,-0.043,-0.1825,0.12349999999999998,0.05900000000000001,-0.465,0.404,0.045,0.255,-0.635,-0.655
0.199,0.159,-0.04,-0.179,0.11950000000000001,0.0595,-0.465,0.405,0.045,0.255,-0.635,-0.655
0.195,0.155,-0.04,-0.175,0.11750000000000001,0.057499999999999996,-0.465,0.405,0.045,0.255,-0.635,-0.655
0.198,0.155,-0.043,-0.1765,0.12050000000000001,0.055999999999999994,-0.461,0.405,0.045,0.255,-0.635,-0.655
0.21,0.155,-0.055,-0.1825,0.1325,0.05,-0.46,0.406,0.046,0.255,-0.635,-0.658
0.215,0.155,-0.06,-0.185,0.1375,0.0475,-0.46,0.403,0.043,0.255,-0.635,-0.661
0.208,0.154,-0.054,-0.181,0.131,0.05,-0.46,0.4,0.049,0.255,-0.634,-0.66
0.205,0.15,-0.055,-0.1775,0.13,0.0475,-0.46,0.4,0.065,0.255,-0.63,-0.66
0.205,0.15,-0.055,-0.1775,0.13,0.0475,-0.46,0.4,0.062,0.255,-0.63,-0.664
0.205,0.15,-0.055,-0.1775,0.13,0.0475,-0.46,0.4,0.059,0.255,-0.63,-0.665
0.205,0.15,-0.055,-0.1775,0.13,0.0475,-0.46,0.4,0.06,0.255,-0.63,-0.667
0.204,0.149,-0.055,-0.1765,0.1295,0.047,-0.46,0.4,0.06,0.255,-0.63,-0.662
0.2,0.145,-0.055,-0.1725,0.1275,0.044999999999999984,-0.46,0.4,0.06,0.255,-0.63,-0.645
0.2,0.145,-0.055,-0.1725,0.1275,0.044999999999999984,-0.46,0.396,0.06,0.255,-0.63,-0.635
0.201,0.146,-0.055,-0.1735,0.128,0.045499999999999985,-0.46,0.395,0.057,0.255,-0.63,-0.564
0.198,0.143,-0.055,-0.17049999999999998,0.1265,0.043999999999999984,-0.459,0.395,0.054,0.255,-0.63,-0.458
0.195,0.14,-0.055,-0.1675,0.125,0.04250000000000001,-0.463,0.395,0.055,0.256,-0.63,-0.379
0.195,0.14,-0.055,-0.1675,0.125,0.04250000000000001,-0.475,0.395,0.055,0.26,-0.63,-0.33
0.195,0.14,-0.055,-0.1675,0.125,0.04250000000000001,-0.471,0.395,0.055,0.26,-0.63,-0.277
0.192,0.141,-0.052,-0.16649999999999998,0.12150000000000001,0.044999999999999984,-0.469,0.392,0.055,0.26,-0.631,-0.237
0.188,0.138,-0.049,-0.163,0.119,0.04400000000000001,-0.47,0.389,0.055,0.26,-0.628,-0.202
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.47,0.39,0.054,0.26,-0.625,-0.168
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.47,0.39,0.05,0.26,-0.625,-0.145
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.47,0.39,0.05,0.26,-0.621,-0.125
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.47,0.39,0.05,0.26,-0.619,-0.107
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.47,0.39,0.05,0.26,-0.621,-0.095
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.47,0.389,0.05,0.26,-0.619,-0.08
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.47,0.385,0.05,0.26,-0.615,-0.055
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.47,0.385,0.046,0.26,-0.615,-0.034
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.47,0.385,0.045,0.26,-0.612,-0.02
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.47,0.385,0.045,0.26,-0.609,-0.01
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.469,0.384,0.045,0.26,-0.61,0.005
0.185,0.135,-0.05,-0.16,0.1175,0.04250000000000001,-0.465,0.38,0.045,0.26,-0.61,0.03
0.181,0.135,-0.046,-0.158,0.11349999999999999,0.04450000000000001,-0.465,0.38,0.045,0.26,-0.606,0.05
0.18,0.135,-0.045,-0.1575,0.11249999999999999,0.04500000000000001,-0.465,0.38,0.046,0.26,-0.605,0.072
0.18,0.135,-0.045,-0.1575,0.11249999999999999,0.04500000000000001,-0.465,0.38,0.043,0.26,-0.603,0.082
0.18,0.135,-0.045,-0.1575,0.11249999999999999,0.04500000000000001,-0.465,0.379,0.04,0.26,-0.599,0.088
0.18,0.135,-0.045,-0.1575,0.11249999999999999,0.04500000000000001,-0.465,0.375,0.04,0.26,-0.6,0.11
0.18,0.135,-0.045,-0.1575,0.11249999999999999,0.04500000000000001,-0.465,0.375,0.04,0.26,-0.6,0.136
0.18,0.135,-0.045,-0.1575,0.11249999999999999,0.04500000000000001,-0.465,0.375,0.04,0.26,-0.597,0.176
0.18,0.135,-0.045,-0.1575,0.11249999999999999,0.04500000000000001,-0.465,0.375,0.04,0.26,-0.594,0.207
0.18,0.135,-0.045,-0.1575,0.11249999999999999,0.04500000000000001,-0.465,0.375,0.04,0.26,-0.595,0.225
0.18,0.135,-0.045,-0.1575,0.11249999999999999,0.04500000000000001,-0.465,0.375,0.04,0.26,-0.595,0.26
0.18,0.135,-0.045,-0.1575,0.11249999999999999,0.04500000000000001,-0.465,0.371,0.04,0.26,-0.591,0.333
0.178,0.133,-0.045,-0.1555,0.11149999999999999,0.04400000000000001,-0.466,0.37,0.037,0.263,-0.59,0.424
0.186,0.141,-0.045,-0.16349999999999998,0.1155,0.04799999999999999,-0.463,0.37,0.034,0.266,-0.588,0.483
0.195,0.15,-0.045,-0.1725,0.12000000000000001,0.05249999999999999,-0.46,0.37,0.035,0.265,-0.584,0.523
0.19,0.145,-0.045,-0.16749999999999998,0.11750000000000001,0.04999999999999999,-0.46,0.37,0.035,0.265,-0.585,0.58
0.19,0.145,-0.045,-0.16749999999999998,0.11750000000000001,0.04999999999999999,-0.456,0.366,0.035,0.265,-0.586,0.609
0.191,0.146,-0.045,-0.16849999999999998,0.11800000000000001,0.05049999999999999,-0.455,0.365,0.035,0.264,-0.582,0.642
0.188,0.143,-0.045,-0.16549999999999998,0.1165,0.04899999999999999,-0.453,0.365,0.036,0.267,-0.58,0.675
0.185,0.14,-0.045,-0.1625,0.11499999999999999,0.047500000000000014,-0.449,0.365,0.034,0.27,-0.579,0.703
0.185,0.14,-0.045,-0.1625,0.11499999999999999,0.047500000000000014,-0.45,0.365,0.035,0.27,-0.575,0.74
0.184,0.14,-0.045,-0.162,0.11399999999999999,0.048000000000000015,-0.451,0.365,0.053,0.27,-0.575,0.773
0.189,0.143,-0.046,-0.16599999999999998,0.11750000000000001,0.04849999999999999,-0.447,0.365,0.05,0.271,-0.576,0.8
0.187,0.147,-0.04,-0.16699999999999998,0.1135,0.05349999999999999,-0.445,0.364,0.061,0.269,-0.57,0.834
0.179,0.151,-0.028,-0.16499999999999998,0.1035,0.0615,-0.444,0.367,0.091,0.273,-0.557,0.884
0.18,0.16,-0.02,-0.16999999999999998,0.09999999999999999,0.07,-0.44,0.385,0.11,0.3,-0.545,0.945
0.181,0.173,-0.008,-0.177,0.0945,0.08249999999999999,-0.44,0.415,0.141,0.343,-0.533,0.997
0.172,0.173,0.001,-0.1725,0.08549999999999999,0.087,-0.437,0.42,0.139,0.357,-0.519,1.056
0.158,0.169,0.011,-0.1635,0.0735,0.09000000000000001,-0.434,0.413,0.125,0.371,-0.516,1.125
0.148,0.17,0.022,-0.159,0.06299999999999999,0.09600000000000002,-0.435,0.408,0.118,0.384,-0.521,1.181
0.14,0.17,0.03,-0.15500000000000003,0.05500000000000001,0.1,-0.435,0.405,0.11,0.38,-0.52,1.22
0.13,0.17,0.039,-0.15000000000000002,0.045,0.10500000000000001,-0.432,0.412,0.107,0.417,-0.52,1.278
0.139,0.174,0.035,-0.1565,0.05200000000000002,0.10449999999999998,-0.456,0.347,0.053,0.388,-0.52,1.348
0.164,0.189,0.026,-0.1765,0.0695,0.107,-0.493,0.23,-0.05,0.261,-0.52,1.404
0.183,0.201,0.018,-0.192,0.08249999999999999,0.10950000000000001,-0.521,0.102,-0.179,0.068,-0.521,1.437
0.19,0.2,0.01,-0.195,0.09,0.10500000000000001,-0.55,-0.025,-0.315,-0.135,-0.525,1.465
0.21,0.212,0.002,-0.211,0.104,0.107,-0.594,-0.123,-0.435,-0.304,-0.525,1.512
0.225,0.218,-0.007,-0.2215,0.116,0.1055,-0.635,-0.214,-0.561,-0.506,-0.524,1.567
0.237,0.226,-0.012,-0.23149999999999998,0.12399999999999999,0.10750000000000001,-0.66,-0.304,-0.669,-0.687,-0.526,1.638
0.254,0.236,-0.018,-0.245,0.136,0.10899999999999999,-0.673,-0.374,-0.768,-0.852,-0.522,1.702
0.27,0.235,-0.035,-0.2525,0.15250000000000002,0.09999999999999998,-0.69,-0.44,-0.9,-1.065,-0.525,1.735
0.29,0.235,-0.055,-0.26249999999999996,0.1725,0.09,-0.718,-0.585,-1.052,-1.258,-0.586,1.777
0.309,0.235,-0.073,-0.272,0.1915,0.08049999999999999,-0.778,-0.767,-1.198,-1.415,-0.663,1.831
0.335,0.234,-0.1,-0.28450000000000003,0.21800000000000003,0.0665,-0.819,-0.901,-1.311,-1.553,-0.767,1.858
0.341,0.237,-0.104,-0.28900000000000003,0.22250000000000003,0.06649999999999998,-0.836,-0.979,-1.396,-1.653,-0.862,1.881
0.32,0.265,-0.055,-0.2925,0.1875,0.10500000000000001,-0.87,-1.055,-1.465,-1.695,-0.895,1.95
0.346,0.333,-0.013,-0.3395,0.17949999999999997,0.16000000000000003,-0.896,-1.131,-1.497,-1.722,-0.93,2.023
0.339,0.354,0.015,-0.34650000000000003,0.16200000000000003,0.18449999999999997,-0.909,-1.206,-1.531,-1.689,-0.968,2.084
0.316,0.35,0.034,-0.33299999999999996,0.14100000000000001,0.19199999999999998,-0.924,-1.267,-1.516,-1.651,-1.001,2.118
0.299,0.356,0.057,-0.3275,0.121,0.2065,-0.935,-1.265,-1.458,-1.581,-1.006,2.143
0.285,0.325,0.04,-0.305,0.12249999999999997,0.18250000000000002,-0.925,-1.185,-1.405,-1.42,-0.965,2.175
0.332,0.216,-0.116,-0.274,0.22400000000000003,0.04999999999999999,-0.921,-1.09,-1.299,-1.277,-0.926,2.189
0.437,0.138,-0.3,-0.2875,0.368,-0.08049999999999999,-0.917,-0.985,-1.229,-1.153,-0.909,2.223
0.513,0.077,-0.435,-0.295,0.47450000000000003,-0.1795,-0.913,-0.893,-1.189,-1.056,-0.902,2.231
0.525,0.028,-0.497,-0.2765,0.511,-0.23450000000000001,-0.908,-0.805,-1.125,-0.963,-0.892,2.23
0.53,0.025,-0.505,-0.2775,0.5175000000000001,-0.24000000000000002,-0.905,-0.68,-1.025,-0.84,-0.88,2.255
0.552,0.021,-0.531,-0.28650000000000003,0.5415000000000001,-0.255,-0.905,-0.529,-0.907,-0.722,-0.872,2.207
0.512,0.017,-0.495,-0.2645,0.5035000000000001,-0.239,-0.865,-0.377,-0.771,-0.584,-0.86,2.149
0.442,0.012,-0.43,-0.227,0.436,-0.209,-0.809,-0.237,-0.63,-0.455,-0.852,2.102
0.387,0.012,-0.375,-0.1995,0.381,-0.1815,-0.755,-0.109,-0.499,-0.349,-0.84,2.052
0.335,0.025,-0.31,-0.18000000000000002,0.3225,-0.14250000000000002,-0.69,0.005,-0.385,-0.235,-0.79,2.01
0.286,0.037,-0.249,-0.16149999999999998,0.26749999999999996,-0.10599999999999998,-0.628,0.099,-0.28,-0.105,-0.696,1.993
0.25,0.054,-0.196,-0.152,0.223,-0.07100000000000001,-0.579,0.176,-0.182,0.003,-0.637,1.98
0.22,0.077,-0.143,-0.1485,0.1815,-0.033,-0.529,0.244,-0.106,0.081,-0.601,1.958
0.204,0.1,-0.103,-0.152,0.15399999999999997,-0.001999999999999988,-0.488,0.303,-0.044,0.146,-0.561,1.954
0.21,0.12,-0.09,-0.16499999999999998,0.15,0.015,-0.475,0.345,0.015,0.2,-0.53,2.065
0.214,0.14,-0.074,-0.177,0.144,0.033000000000000015,-0.464,0.369,0.044,0.236,-0.5,2.374
0.217,0.159,-0.057,-0.188,0.1375,0.0505,-0.448,0.395,0.072,0.275,-0.487,2.653
0.209,0.165,-0.043,-0.187,0.1265,0.06050000000000001,-0.433,0.41,0.094,0.296,-0.482,2.843
0.191,0.158,-0.033,-0.1745,0.112,0.0625,-0.423,0.41,0.101,0.295,-0.473,2.987
0.185,0.16,-0.025,-0.1725,0.105,0.0675,-0.415,0.41,0.105,0.295,-0.465,3.105
0.198,0.177,-0.021,-0.1875,0.10950000000000001,0.07799999999999999,-0.411,0.41,0.105,0.295,-0.457,3.219
0.196,0.179,-0.017,-0.1875,0.10650000000000001,0.08099999999999999,-0.407,0.409,0.105,0.295,-0.449,3.317
0.185,0.172,-0.013,-0.1785,0.099,0.07949999999999999,-0.403,0.415,0.105,0.296,-0.443,3.402
0.179,0.17,-0.009,-0.1745,0.09399999999999999,0.08050000000000002,-0.399,0.428,0.106,0.303,-0.439,3.478
0.175,0.17,-0.005,-0.1725,0.08999999999999998,0.08250000000000002,-0.395,0.435,0.11,0.315,-0.435,3.54
0.168,0.166,-0.002,-0.167,0.085,0.082,-0.391,0.438,0.117,0.319,-0.435,3.592
0.152,0.161,0.009,-0.1565,0.0715,0.085,-0.386,0.45,0.131,0.323,-0.435,3.644
0.141,0.161,0.02,-0.151,0.060499999999999984,0.09050000000000001,-0.385,0.455,0.134,0.328,-0.435,3.697
0.13,0.157,0.027,-0.14350000000000002,0.051500000000000004,0.092,-0.384,0.449,0.129,0.33,-0.435,3.747
0.115,0.15,0.035,-0.1325,0.04000000000000001,0.0925,-0.38,0.45,0.13,0.33,-0.435,3.795
0.133,0.177,0.044,-0.155,0.04450000000000001,0.11049999999999999,-0.38,0.45,0.13,0.343,-0.435,3.852
0.156,0.198,0.042,-0.177,0.056999999999999995,0.12000000000000001,-0.377,0.45,0.13,0.343,-0.435,3.895
0.159,0.199,0.04,-0.179,0.0595,0.11950000000000001,-0.375,0.45,0.13,0.339,-0.435,3.924
0.155,0.194,0.039,-0.1745,0.057999999999999996,0.1165,-0.374,0.45,0.13,0.34,-0.435,3.952
0.16,0.195,0.035,-0.1775,0.0625,0.115,-0.37,0.45,0.13,0.34,-0.435,3.98
0.16,0.195,0.035,-0.1775,0.0625,0.115,-0.37,0.45,0.13,0.336,-0.433,3.996
0.16,0.192,0.032,-0.176,0.064,0.112,-0.367,0.447,0.13,0.335,-0.448,4.014
0.159,0.189,0.03,-0.174,0.0645,0.1095,-0.365,0.444,0.13,0.335,-0.455,4.038
0.161,0.19,0.029,-0.1755,0.066,0.1095,-0.364,0.445,0.13,0.336,-0.449,4.067
0.165,0.19,0.025,-0.1775,0.07,0.1075,-0.36,0.445,0.13,0.34,-0.45,4.095
0.161,0.186,0.025,-0.1735,0.068,0.1055,-0.36,0.445,0.137,0.343,-0.451,4.121
0.163,0.184,0.022,-0.1735,0.07100000000000001,0.1025,-0.357,0.445,0.151,0.358,-0.447,4.165
0.166,0.186,0.02,-0.176,0.07300000000000001,0.103,-0.355,0.445,0.154,0.365,-0.445,4.18
0.165,0.184,0.019,-0.1745,0.07300000000000001,0.10149999999999999,-0.354,0.445,0.149,0.359,-0.445,4.179
0.165,0.18,0.015,-0.1725,0.07500000000000001,0.09749999999999999,-0.35,0.445,0.15,0.36,-0.445,4.21
0.165,0.18,0.015,-0.1725,0.07500000000000001,0.09749999999999999,-0.35,0.441,0.15,0.36,-0.445,4.216
0.168,0.181,0.013,-0.1745,0.07750000000000001,0.09699999999999999,-0.347,0.44,0.15,0.36,-0.442,4.216
0.171,0.178,0.007,-0.1745,0.08200000000000002,0.09249999999999999,-0.345,0.44,0.15,0.36,-0.439,4.226
0.16,0.175,0.014,-0.16749999999999998,0.07250000000000001,0.09499999999999999,-0.344,0.44,0.15,0.36,-0.44,4.246
0.135,0.175,0.04,-0.155,0.047500000000000014,0.10749999999999998,-0.34,0.44,0.15,0.36,-0.44,4.275
0.114,0.175,0.062,-0.1445,0.02650000000000001,0.118,-0.34,0.44,0.15,0.36,-0.44,4.301
0.102,0.172,0.07,-0.13699999999999998,0.016,0.121,-0.337,0.44,0.15,0.36,-0.437,4.31
0.099,0.169,0.07,-0.134,0.014499999999999999,0.11950000000000001,-0.335,0.44,0.15,0.36,-0.434,4.311
0.1,0.17,0.07,-0.135,0.015,0.12000000000000001,-0.334,0.44,0.15,0.36,-0.435,4.316
0.1,0.17,0.07,-0.135,0.015,0.12000000000000001,-0.33,0.44,0.15,0.36,-0.435,4.32
0.096,0.166,0.07,-0.131,0.012999999999999998,0.11800000000000001,-0.33,0.436,0.15,0.36,-0.431,4.324
0.095,0.165,0.07,-0.13,0.012499999999999997,0.11750000000000001,-0.327,0.432,0.15,0.357,-0.43,4.328
0.095,0.165,0.07,-0.13,0.012499999999999997,0.11750000000000001,-0.325,0.443,0.15,0.354,-0.43,4.332
0.095,0.165,0.07,-0.13,0.012499999999999997,0.11750000000000001,-0.324,0.456,0.15,0.355,-0.43,4.336
0.095,0.165,0.07,-0.13,0.012499999999999997,0.11750000000000001,-0.32,0.455,0.15,0.355,-0.43,4.345
0.099,0.169,0.07,-0.134,0.014499999999999999,0.11950000000000001,-0.32,0.467,0.15,0.355,-0.426,4.366
0.1,0.17,0.07,-0.135,0.015,0.12000000000000001,-0.317,0.474,0.15,0.355,-0.425,4.375
0.102,0.172,0.07,-0.13699999999999998,0.016,0.121,-0.314,0.475,0.15,0.355,-0.425,4.375
0.105,0.175,0.07,-0.13999999999999999,0.0175,0.1225,-0.315,0.475,0.15,0.355,-0.425,4.375
0.105,0.175,0.07,-0.13999999999999999,0.0175,0.1225,-0.315,0.475,0.15,0.355,-0.425,4.38
0.105,0.179,0.074,-0.142,0.0155,0.1265,-0.315,0.475,0.15,0.355,-0.421,4.397
0.105,0.18,0.075,-0.1425,0.015,0.1275,-0.315,0.474,0.15,0.355,-0.42,4.402
0.106,0.18,0.075,-0.143,0.016,0.127,-0.315,0.477,0.15,0.355,-0.42,4.399
0.113,0.188,0.075,-0.1505,0.019000000000000003,0.1315,-0.315,0.48,0.15,0.355,-0.42,4.4
0.125,0.2,0.075,-0.1625,0.024999999999999994,0.1375,-0.315,0.48,0.15,0.355,-0.42,4.4
0.121,0.196,0.075,-0.1585,0.022999999999999993,0.1355,-0.315,0.48,0.15,0.351,-0.416,4.4
0.119,0.194,0.075,-0.1565,0.021999999999999992,0.1345,-0.315,0.48,0.149,0.35,-0.415,4.401
0.12,0.195,0.075,-0.1575,0.022499999999999992,0.135,-0.315,0.48,0.155,0.35,-0.415,4.398
0.12,0.195,0.075,-0.1575,0.022499999999999992,0.135,-0.315,0.481,0.167,0.35,-0.415,4.404
0.12,0.195,0.075,-0.1575,0.022499999999999992,0.135,-0.315,0.485,0.17,0.35,-0.415,4.425
0.116,0.191,0.075,-0.1535,0.020500000000000004,0.133,-0.311,0.485,0.17,0.35,-0.411,4.422
0.114,0.19,0.075,-0.152,0.019000000000000003,0.133,-0.31,0.485,0.17,0.35,-0.41,4.419
0.115,0.19,0.075,-0.1525,0.020000000000000004,0.1325,-0.31,0.485,0.17,0.35,-0.41,4.421
0.114,0.19,0.076,-0.152,0.019000000000000003,0.133,-0.31,0.485,0.17,0.349,-0.41,4.428
